,Unnamed: 0,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7,Metric 8
72,73,Affection,Fiji Blue,5eLjgK8JT276Xs8500KdEn,spotify:track:5eLjgK8JT276Xs8500KdEn,2.9,63,0.827,0.49,10,-8.37,0.055,0.321,0.000137,0.095,0.836,113.002,2,-0.10650490585410073,1.416449474652858,-2.397748554100015,-0.36121605642600574,0.9793136830741238,1.2419488991546583,-0.15719926160871348,0.797123823805555
73,74,it kills me,demxntia,5QWGib8UBj4U9ybzmpuTUv,spotify:track:5QWGib8UBj4U9ybzmpuTUv,2.59,65,0.534,0.449,11,-10.688,0.0422,0.44,0.0,0.0934,0.24,105.075,4,1.6640372131381282,-0.9485817700134784,-1.8081612616950211,0.4423657559486853,1.1079470938987148,0.9017586395923751,-1.0537453158516683,-0.004232179746889768
74,75,Wii Date,City Girl,2bM3ptRxLbPQngcYwKGDfI,spotify:track:2bM3ptRxLbPQngcYwKGDfI,2.97,50,0.774,0.468,8,-10.217,0.303,0.236,1.67e-06,0.157,0.59,154.976,6,0.3951463903387284,1.5154041979662487,-0.39153201948160815,-0.460323012475345,-0.419489895802383,1.4212291690739116,-1.2169843683387678,1.2707918227066424
75,76,beside you,keshi,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,2.77,75,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0,2,-1.1424244813793396,0.4225578755079222,-2.4008142528009304,-0.6405723647781969,-1.463830150521516,-0.10635571302322584,0.47162628254812283,1.3506096224483088
76,77,like i need u,keshi,7ivYWXqrPLs66YwakDuSim,spotify:track:7ivYWXqrPLs66YwakDuSim,3.04,74,0.748,0.465,5,-8.163,0.0869,0.399,0.0,0.294,0.412,119.872,2,0.45116251449486566,0.11949480459488343,-1.5395110541187904,0.6257359704218365,-0.1607907399627643,0.16102520206975027,0.013484298773593,1.1020089258778054
77,78,TOUCH,keshi,7mZ19pGoinaWwanIDq0JTY,spotify:track:7mZ19pGoinaWwanIDq0JTY,3.42,7,0.412,0.613,10,-9.803,0.125,0.528,1.96e-06,0.104,0.314,89.025,5,1.1977079462033589,-1.123157132842454,-0.6127572711916234,-0.05095820838144242,1.7836700511229715,-0.273088605681587,-1.9491076163214354,0.6411714027985541
78,79,drunk,keshi,6D6HVKe7Qu3imn4zzJD0W9,spotify:track:6D6HVKe7Qu3imn4zzJD0W9,3.78,72,0.691,0.389,4,-8.247,0.0367,0.765,0.0,0.0941,0.306,104.952,4,1.7289001344892208,-0.29693345086478434,-2.4623052438912487,-0.02492724289702857,-0.15951446104238107,-0.3374686987613208,-0.14580873598007218,0.464984096175196
79,80,skeletons,keshi,2BuJrxYKhYky20dQqTlobO,spotify:track:2BuJrxYKhYky20dQqTlobO,2.54,70,0.719,0.265,2,-12.782,0.0754,0.296,0.0865,0.108,0.273,80.021,4,2.30695193657155,-0.044451444533753874,-1.8609412596820865,-0.554263670949683,0.3008073451591568,-0.9035646866731063,0.5911742808514865,0.574474178311639
80,81,less of you,keshi,3IqcBL5yjJK3ri0TGaL3MC,spotify:track:3IqcBL5yjJK3ri0TGaL3MC,3.45,69,0.563,0.678,7,-5.885,0.0495,0.544,1.34e-06,0.117,0.568,169.963,2,-0.4451005496853283,-0.7497522670420512,-1.7230281102790774,0.04270139695112165,-1.067338151632699,1.596994890630241,-0.8734496591122325,0.8531697723329675
81,82,always,keshi,26dXOkhzMxLLNaUXt77HQc,spotify:track:26dXOkhzMxLLNaUXt77HQc,2.87,64,0.629,0.495,9,-6.86,0.103,0.539,0.000231,0.0326,0.548,89.773,2,0.5669238497166822,0.22332459033228239,-2.345107052622228,0.020732854071316822,1.0698748196620202,0.2845876314241715,-0.6312161603951925,0.2533812600352958
82,83,I Guess I Just Feel Like,John Mayer,1HNywa8Bk0TmzRwQrzhtPo,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,4.77,1,0.546,0.477,4,-9.051,0.0273,0.559,0.0612,0.0911,0.16,160.0,4,1.535162837005675,-1.7246411620426279,-0.277676621988057,-1.4285354084272517,-0.5225780896055803,0.21279859656556727,-1.491119407274382,0.8583757655606541
83,84,Movie in My Mind,Saint Raymond,0SmMzEdeJw2RxIYmP9tNvb,spotify:track:0SmMzEdeJw2RxIYmP9tNvb,4.27,47,0.449,0.332,5,-9.6,0.033,0.438,0.0,0.094,0.428,150.047,4,1.536936943755008,-1.206428122615451,-1.4349273791976547,-0.336116410809917,-0.80043417855029,0.6431382359184842,-1.1200173712579298,0.8584710630557948
84,85,Hollow (Acoustic),Belle Mt.,1GIBQJItFW5tFPrilr6M6o,spotify:track:1GIBQJItFW5tFPrilr6M6o,3.94,0,0.499,0.229,11,-9.642,0.0361,0.822,4.59e-06,0.0914,0.239,178.461,4,2.7939203093453955,-1.2263221235114616,-0.5948186808019089,-0.6880330738055443,0.020542978944044013,1.7610108889665517,-2.595229182960577,0.8929608302131962
85,86,summer&cigarettes,sammy rash,5PmtPTXrLqgqQfqngsUqZp,spotify:track:5PmtPTXrLqgqQfqngsUqZp,1.91,64,0.834,0.402,5,-10.277,0.072,0.76,0.0,0.279,0.684,122.008,2,1.3241155073016981,1.2614736489014196,-2.058297294778216,0.375986365229436,-0.1777228405452829,0.3082064304923283,0.14196222294509458,1.9219561619367806
86,87,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,3.5,75,0.676,0.525,9,-5.88,0.028,0.617,0.0,0.356,0.421,112.011,2,0.21965767860435653,-0.3820713286937993,-1.850437433427055,1.5395492815369016,0.6868475479076693,0.5878681348971316,-0.20858410318600884,1.1014925179524124
87,88,Lost in You,khai dreams,5mkRGTbm3BwPzNQL9oBV9e,spotify:track:5mkRGTbm3BwPzNQL9oBV9e,1.68,64,0.771,0.607,5,-12.02,0.113,0.336,0.0,0.122,0.79,90.039,2,0.3572889460632882,1.373671816885041,-2.081907298873109,-0.3241698973396462,0.5328113184261275,-0.14486036383369572,0.2289659869598196,1.241067893862424
88,89,Frank Ocean,Call Me Karizma,1jKBiK0Yk6VCcBfJOgBUbs,spotify:track:1jKBiK0Yk6VCcBfJOgBUbs,3.69,48,0.565,0.388,7,-9.479,0.366,0.501,6.36e-06,0.0847,0.555,83.831,4,1.3755799356902125,1.1781262951973006,-0.9613735203137201,0.12240400637103001,0.7189802288027123,-0.44191324859730885,-1.2771218391301866,1.0778783309412108
89,90,Come True,khai dreams,20AjVjcuycZuivf5x3pCrL,spotify:track:20AjVjcuycZuivf5x3pCrL,3.39,59,0.85,0.677,1,-5.575,0.251,0.503,4.12e-06,0.0541,0.811,125.067,2,-0.9353548893451984,1.8132774175518556,-1.679840915200147,-1.0890550611922951,-1.0287562566707715,-0.36276975981228893,-0.038560030175108825,1.295715991943083
90,91,camellia,slchld,7kpe2K0hdSssLj4G4YjxdU,spotify:track:7kpe2K0hdSssLj4G4YjxdU,2.52,60,0.714,0.56,10,-4.742,0.0662,0.479,0.0,0.157,0.945,109.934,2,-0.8615807707322659,1.0527040828186942,-2.4024434274833166,0.28474220822378615,0.9949476989929268,0.9807585588912209,-0.2785430284217348,1.1822718403619519
91,92,RIDING,Aries,4JnX8tY9me7jHqDwgifhwU,spotify:track:4JnX8tY9me7jHqDwgifhwU,2.43,61,0.777,0.702,4,-6.374,0.041,0.0308,0.0,0.0804,0.569,121.016,2,-1.3475543578499316,0.06946366205191035,-1.7400673619378124,-0.948907245890227,-0.0953101096533179,0.134625712518442,0.09420105012638902,0.24624756019552282
92,93,Hush,The Marías,04kybb0HCt1uaTBgYkSgwQ,spotify:track:04kybb0HCt1uaTBgYkSgwQ,3.03,59,0.846,0.431,5,-6.549,0.0351,0.071,0.176,0.0861,0.684,93.038,2,-0.362810431236866,0.6238712621584352,-1.981919995868475,-1.2267858758356367,0.9926975688022833,0.1403516455947764,1.1103561237242319,0.7156773900492427
93,94,Floatin',Cool Company,3pskfPInvz8nsloyEzUnFL,spotify:track:3pskfPInvz8nsloyEzUnFL,3.15,0,0.81,0.41,11,-6.087,0.2,0.688,0.0,0.124,0.821,97.918,6,0.48392364163633983,1.966599819449898,-1.1868805548256498,-0.6940460309815323,1.9322638542172508,0.28260514147260507,-1.380822807994455,1.4659528256671406
94,95,Yeah Right,Joji,2815rSBccLxZc67jEWBEvD,spotify:track:2815rSBccLxZc67jEWBEvD,2.91,0,0.672,0.59,1,-9.574,0.129,0.624,0.236,0.0991,0.21,169.036,4,1.3444619689389594,-1.101741094841047,0.4193350426587375,-2.1883858755412504,-1.011955354465319,0.21428802095016383,-0.565059278483468,1.6357946434282393
95,96,Reasons,COTIS,3l9VCXMSoS1KBRhkCU5zuO,spotify:track:3l9VCXMSoS1KBRhkCU5zuO,2.88,63,0.755,0.738,8,-5.537,0.035,0.0138,0.0,0.137,0.467,113.022,2,-1.5238794129569637,-0.2371245831674417,-1.5839484267472432,-0.2743727190563181,0.7848084517948375,0.591642902722181,-0.1843215991259928,-0.028968317209074328
96,97,STAR CITY CAFE,hevel,4i9zZb6mPKfQRXRb5HKjSw,spotify:track:4i9zZb6mPKfQRXRb5HKjSw,2.33,58,0.742,0.415,9,-9.024,0.06,0.453,0.0,0.108,0.414,91.093,4,1.134858263457184,0.3241973466104599,-2.047229434018957,-0.04543337287589638,1.268888213191968,0.27543427385368346,-0.43421006405826634,0.26947115431809343
97,98,melatonin,Zac Greer,17VS01UIl59W8WeMgHsNpJ,spotify:track:17VS01UIl59W8WeMgHsNpJ,2.84,28,0.698,0.625,0,-4.24,0.0364,0.31,0.0,0.105,0.821,121.947,2,-1.2926592372510837,0.17741013700748134,-1.6827875872496785,-1.3001158386613991,-0.5631049443082115,-0.9047102960518523,-0.009205315102700819,1.2995648993581517
98,99,Movie in My Mind,Saint Raymond,0SmMzEdeJw2RxIYmP9tNvb,spotify:track:0SmMzEdeJw2RxIYmP9tNvb,4.27,47,0.449,0.332,5,-9.6,0.033,0.438,0.0,0.094,0.428,150.047,4,1.5401329918819742,-1.2011027941968693,-1.4221285578192895,-0.329640409225457,-0.8036066706853046,0.6424938142531791,-1.1098727428214135,0.8424832733936147
99,100,Let It Go,James Bay,40EB7ABUO6MoWMUwPKptJ7,spotify:track:40EB7ABUO6MoWMUwPKptJ7,4.34,69,0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4,2.5564241425958905,-1.112138538996406,-1.9647406390887485,-0.15132183902705765,-1.721043762226557,-0.03995009443804779,-0.5024753380964273,0.9233518190278479
100,101,Always,Gavin James,3MQMBm2m3UqpT23doEOZc2,spotify:track:3MQMBm2m3UqpT23doEOZc2,4.13,51,0.504,0.483,4,-5.82,0.035,0.0533,0.0,0.099,0.161,122.831,7,-0.015691256340736568,-1.8806592285780264,-1.102606793568273,-0.43220857055295414,-0.19701424477961213,-0.26105864017315933,-0.776621626302102,-0.2182669692478957
101,102,Hollow (Acoustic),Belle Mt.,1GIBQJItFW5tFPrilr6M6o,spotify:track:1GIBQJItFW5tFPrilr6M6o,3.94,0,0.499,0.229,11,-9.642,0.0361,0.822,4.59e-06,0.0914,0.239,178.461,4,2.7975424972226235,-1.2202867513037359,-0.5803133499064284,-0.6806936053431564,0.01694748785769419,1.7602805444125391,-2.583731937399192,0.8748413352627256
102,103,Far Too Good,John Smith,1WUHeOPayLKPMG35uBJVUj,spotify:track:1WUHeOPayLKPMG35uBJVUj,3.66,62,0.825,0.324,4,-11.399,0.032,0.83,9.49e-05,0.115,0.553,97.019,4,2.281169022819577,1.0213348144137389,-2.6584552393337346,-0.32703168623128376,0.17091043829872332,-0.3500296050184535,0.20726396338492917,1.1340537158315034
103,104,Why,Skinny Living,0qhpOEJtpTFG98mHk7VOZJ,spotify:track:0qhpOEJtpTFG98mHk7VOZJ,2.91,47,0.522,0.503,11,-6.198,0.0543,0.718,2.84e-06,0.0935,0.367,132.893,4,0.9216430766128585,-0.9416789779297514,-1.6460159085819337,0.27166411689090575,0.5925146013017304,1.203665586897129,-1.4999636094474045,0.382986040859329
104,105,Someone You Loved,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,3.04,75,0.501,0.405,1,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,4,1.064539440437825,-1.012967136120028,-2.5399404451983734,0.24917679977218674,-0.9244227952289392,-0.8277528665053389,-0.07392523697395473,0.7976403998929379
105,106,Stone,Jaymes Young,1ezFtClxTMcS2AotqjTZX5,spotify:track:1ezFtClxTMcS2AotqjTZX5,3.61,55,0.565,0.255,7,-12.151,0.0322,0.792,2.07e-06,0.0986,0.121,110.015,4,3.3147398844259084,-0.9224999135600858,-1.856557845124736,0.14440232043284754,0.3151656046595754,0.12325291988942433,-0.968976874249635,0.3922162428738888
106,107,Hard to Do,Gavin James,0qJeZTmw4jch2kU34szvuR,spotify:track:0qJeZTmw4jch2kU34szvuR,4.1,35,0.339,0.359,3,-7.032,0.0364,0.788,0.0,0.109,0.195,77.588,4,2.0930480687129265,-2.0058936772167675,-1.742328685791094,0.3012857550342857,0.48186638352375577,-1.698095004939134,-0.9859035779199159,0.5695832164047144
107,108,Little Do You Know,Alex & Sierra,6soW9pvcXoYrnyVmTC9ErH,spotify:track:6soW9pvcXoYrnyVmTC9ErH,3.09,57,0.5,0.292,0,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,4,1.9493139597933276,-1.1652719729445509,-1.6729010957985444,0.0521687951602785,-1.6972155618817495,-0.4183988272238614,-0.47360058680852085,1.407393916521296
108,109,Vultures,Asking Alexandria,4PGtscudq5ryTZIfwk4dVs,spotify:track:4PGtscudq5ryTZIfwk4dVs,3.47,46,0.394,0.694,1,-5.58,0.0428,0.169,0.0,0.0992,0.403,170.437,7,-0.8826953745653616,-2.1372826351423075,-0.793285144779961,-0.6891252992031114,-1.83470225918722,0.20887384333009837,-0.9767721614981189,0.6589996909031204
109,110,I Guess I Just Feel Like,John Mayer,1HNywa8Bk0TmzRwQrzhtPo,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,4.77,1,0.546,0.477,4,-9.051,0.0273,0.559,0.0612,0.0911,0.16,160.0,4,1.540915723634214,-1.7150555708891813,-0.25463874350699944,-1.4168786055752236,-0.5282885754486065,0.21163863756801798,-1.4728590760886529,0.8295977441687301
110,111,Don't Get Me Wrong,Lewis Capaldi,4QGHin0gSqzPrPJhPU5gWn,spotify:track:4QGHin0gSqzPrPJhPU5gWn,3.55,57,0.57,0.324,4,-7.866,0.0374,0.837,0.0,0.109,0.137,79.858,4,2.3531447140968247,-1.0459643621835868,-2.194311426780765,0.2634550012326411,0.4796180006347253,-1.1840479452969093,-0.466313230893627,0.28165198428770055
111,112,Forever,Lewis Capaldi,12OLyHDxt6dqlAybSPFBK3,spotify:track:12OLyHDxt6dqlAybSPFBK3,3.51,77,0.646,0.355,1,-7.119,0.0263,0.873,0.0,0.115,0.364,84.988,4,1.7769847061951654,-0.3842408700853856,-2.841622426615421,0.22972384805300794,-0.32781131350785925,-1.3110296371209094,0.3151090080984387,0.6865369893088274
112,113,Fallen,Gert Taberner,6ZzQ76i9WDdVmwVeDQIcJz,spotify:track:6ZzQ76i9WDdVmwVeDQIcJz,5.36,0,0.622,0.216,3,-10.892,0.0285,0.88,0.0048,0.109,0.187,134.191,4,3.2193310267948734,-0.8088076152346256,-0.9319716638849541,-1.1500882073359966,-0.2750719742857762,-0.6004442713972132,-1.3835029744802596,1.1265870677887606
113,114,Cringe - Stripped,Matt Maeson,1FCwkiooaMCY8YpQdSJ0Gc,spotify:track:1FCwkiooaMCY8YpQdSJ0Gc,3.72,54,0.752,0.276,5,-8.901,0.0463,0.876,0.0,0.103,0.275,126.135,4,2.3980887137359264,0.01061330257539818,-2.0453539697561625,-0.36026747847935103,-0.2896834388780939,0.12828166440044747,-0.5654462120472539,0.6558731441531954
114,115,Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,3.97,63,0.402,0.151,4,-14.227,0.0395,0.907,0.0,0.0941,0.483,144.293,4,3.810569505206357,-0.7394223422407109,-2.1226721734889957,0.20509292747490332,-1.2609844142344504,0.5600562822482739,-0.9305906042873144,1.5153326870862036
115,116,I Lost a Friend,FINNEAS,49MMefftWPcltNP4OOJGSs,spotify:track:49MMefftWPcltNP4OOJGSs,3.95,59,0.453,0.209,11,-11.917,0.223,0.587,0.0,0.119,0.216,169.316,4,2.883509634822086,-0.5510653736962617,-0.610151882128378,0.4658559064265796,-0.607194730949186,2.1014984343931964,-2.167221469360428,0.728338763486276
116,117,Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,spotify:track:1ugQtcwmKOXvKAYzhjncmv,2.99,80,0.507,0.204,0,-11.575,0.0504,0.855,0.0,0.143,0.343,77.765,4,3.2038870795018295,-0.6013794161047767,-2.6671424724677815,0.6022992398713534,-0.5104074025659044,-1.5742129955566322,0.21909417568996967,1.0795739949762744
117,118,Hold Me While You Wait,Lewis Capaldi,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,3.43,79,0.688,0.53,11,-5.507,0.0333,0.443,0.0,0.0995,0.162,106.958,2,0.38032054956484834,-0.7932618565796139,-2.086830227804864,0.4656569926632374,1.050933322324089,0.936308521623321,-0.6316908209139278,-0.5992705355432775
118,119,River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,spotify:track:3ArYVrRb0lDBLzuJJqIXzC,4.24,64,0.389,0.373,6,-5.72,0.047,0.928,0.0,0.146,0.283,90.289,4,1.8206310881411956,-1.5379628431577084,-2.263984193871648,1.0834915611444604,0.3767882998484867,-0.6296110188523284,-0.8156683954079229,0.6024849311456038
119,120,You,Keaton Henson,3AsfuEnwyMTHS7mbzcRUdV,spotify:track:3AsfuEnwyMTHS7mbzcRUdV,4.71,50,0.298,0.151,8,-14.479,0.0341,0.769,0.00602,0.105,0.139,158.407,4,4.1241537430618305,-1.9699755863008654,-1.2207553612016178,0.38525576461091904,-0.7379922417587407,1.2837854475233428,-1.864422636056409,0.8377360262576435
120,121,Human - Acoustic,Jon Bellion,2WU4ET9r25IVZGQkWOM2UL,spotify:track:2WU4ET9r25IVZGQkWOM2UL,4.13,50,0.48,0.127,6,-15.996,0.217,0.892,0.0,0.173,0.324,182.389,4,4.243291711836511,-0.06952396906801615,-0.5871265879845992,0.22143290358508386,-1.7440004294684828,1.4875143208632198,-1.8510201808690916,1.8947178098307986
121,122,scared,Jeremy Zucker,6r2JV75tE0vNgNCv4HKsBC,spotify:track:6r2JV75tE0vNgNCv4HKsBC,3.46,66,0.583,0.075,5,-15.843,0.0726,0.933,1.4e-06,0.111,0.347,108.418,4,4.53871460914648,0.13654004652868781,-2.2591540100871845,0.2550432485304023,-0.2435063689841694,0.020187113284451757,-0.570601448258658,1.2076853814010273
122,123,Let Me In,Skinny Living,2szkz6fOreck6Eh3fvGEnf,spotify:track:2szkz6fOreck6Eh3fvGEnf,3.51,45,0.659,0.361,9,-7.485,0.0396,0.755,1.62e-06,0.0755,0.237,84.015,4,1.8878911395285585,-0.41079444693510153,-2.0866065117795607,0.016492165767998446,1.4424159395044585,-0.18776275720301971,-0.8560414929235602,0.036778858757815516
123,124,Never Not,Lauv,4fFfyouye6vrX9o9z4PVMu,spotify:track:4fFfyouye6vrX9o9z4PVMu,3.47,74,0.47,0.221,5,-9.243,0.0371,0.693,0.0,0.104,0.264,133.714,4,2.4768439629861576,-1.2268646629504603,-2.068349915762649,0.3745337812318433,-0.8122088796598058,0.41322314845112285,-0.7662667757330367,0.5367441177954969
124,125,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,4.39,87,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,2,0.351973060685162,-1.1985308360815077,-2.095994051122277,0.47401576188082556,0.7426121746436481,0.25296353233374375,-0.24399977369993975,-0.6542171188805675
125,126,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,6mQLN3zRtAp6ovjusyYKrV,spotify:track:6mQLN3zRtAp6ovjusyYKrV,3.64,75,0.67,0.743,10,-4.993,0.0393,0.237,0.0,0.465,0.571,125.944,2,-1.6243057197026822,-0.38777983943033023,-1.1554625880998215,1.8603408792076872,0.7076762301709595,1.093836562958044,-0.09410219457896273,1.3652815444482487
126,127,Falling Like The Stars,James Arthur,15xWRPHQMeqgdkGzInx3PY,spotify:track:15xWRPHQMeqgdkGzInx3PY,3.55,71,0.296,0.351,6,-9.538,0.0352,0.823,1.45e-06,0.11,0.19,177.06,4,2.466650207831504,-2.2961983993235355,-1.5210439276389274,0.622159081876222,-1.7185405283922193,1.3666315932199709,-1.550436597940236,0.7304562069731068
127,128,All of Me,John Legend,70jqeiiCw2s12XtJBGGwi4,spotify:track:70jqeiiCw2s12XtJBGGwi4,4.49,12,0.517,0.273,8,-6.914,0.0281,0.92,0.0,0.136,0.352,83.975,4,2.283458724387349,-0.7892196806114857,-1.673240057146641,0.0913216164659808,1.5262131867212798,-0.7532278208764771,-1.323453133587981,0.8453088163788427
128,129,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,3.52,86,0.358,0.557,10,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,4,0.945827389885086,-1.114728754646442,-2.626096362902519,1.3757323251830538,0.9480642224296262,0.4073896678747197,-0.7196793409084827,0.33199029811273956
129,130,Can I Be Him,James Arthur,0VhgEqMTNZwYL1ARDLLNCX,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,4.11,79,0.696,0.543,11,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,2,-0.17840736293737533,-0.010567136223595626,-2.239051382244782,0.31938212964690504,1.0345491165414384,1.1663670638305468,-0.4039578874774268,-0.13252897900016486
130,131,This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,3.88,81,0.677,0.401,9,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,4,1.7820622051515136,-0.5257845506446076,-2.3036065285920397,0.5528524569533175,0.45872941245462484,0.7437133257216648,-0.5082498564406943,-0.009689444180188968
131,132,Speechless,Dan + Shay,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,3.56,73,0.616,0.438,1,-5.968,0.0298,0.356,0.0,0.24,0.386,135.929,2,0.15524515606181719,-0.9318045862898539,-1.6252223192623263,0.2519899071755353,-1.2339959539477394,-0.295318052428918,0.09592725216754891,0.908145776399618
132,133,Right Girl Wrong Time,Jon Langston,1ZzUE9vPvsVMCNu2e7OepO,spotify:track:1ZzUE9vPvsVMCNu2e7OepO,3.71,0,0.611,0.721,6,-6.133,0.0404,0.0253,0.0,0.126,0.217,116.929,5,-0.8447476309408085,-1.441604134803604,-0.10618457509440361,-1.1616845130604807,0.9569187969540096,-0.4556229024048954,-1.2900859149432684,0.046077005845496025
133,134,In Case You Didn't Know,Brett Young,1DA7FEKgQeyRPtU44L5DOf,spotify:track:1DA7FEKgQeyRPtU44L5DOf,3.77,55,0.607,0.536,10,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,2,0.2526288733327618,-0.6663352315074348,-1.5108564177219737,-0.10659329249407312,0.16415469049761042,1.577165005642117,-1.073536804828541,0.2878736525200172
134,135,From the Ground Up,Dan + Shay,0lQJBl9YEsoMtE8D4yTE9g,spotify:track:0lQJBl9YEsoMtE8D4yTE9g,4.23,66,0.281,0.58,9,-5.967,0.0323,0.333,0.0,0.122,0.282,151.568,7,0.12190461919352077,-2.4941843445108427,-1.2438020900928142,0.7323222001526107,-0.3791750592110449,1.3251530464750403,-1.4896482920253533,0.1213593423405597
135,136,Your Body Is a Wonderland,John Mayer,7vFv0yFGMJW3qVXbAd9BK9,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,4.16,75,0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,2,-1.4936488856540773,-0.2606446480761561,-2.046828917931172,-0.09471068590459701,0.5527013745867326,-0.05268822407996855,0.5902542840350021,0.4869765410210168
136,137,One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,3.7,72,0.544,0.781,6,-6.16,0.0311,0.00585,0.0,0.191,0.527,144.075,2,-1.6164125381245884,-1.151198164970534,-1.2626610519836732,0.24020841624360664,-0.47825162558644285,0.9091356572870618,-0.34289693506604724,0.4967212259465218
137,138,You're My Everything,John Park,7N1rnCmbNyPPhf1ZBvfen3,spotify:track:7N1rnCmbNyPPhf1ZBvfen3,5.38,6,0.43,0.246,7,-8.899,0.0319,0.877,0.0,0.14,0.264,143.346,4,2.7247367423066033,-1.466661371010251,-0.8736366321432804,-0.24652138579736116,0.020777999933210813,0.2590816830341917,-1.9480929631453967,1.1149858749547013
138,139,Lose You,Eric Nam,1SWza9L60qLwv7QYumlBTr,spotify:track:1SWza9L60qLwv7QYumlBTr,3.06,0,0.687,0.482,8,-6.04,0.0333,0.157,0.0,0.122,0.33,129.871,5,-0.06782393431209698,-0.6933599395576766,-0.4523903961356997,-1.198834764402326,0.9846115262915358,0.267231085286486,-1.3806133199902557,0.25205944431857563
139,140,Fly Me to the Moon,The Macarons Project,0YBNpbrmpZdFRT0NFqii5C,spotify:track:0YBNpbrmpZdFRT0NFqii5C,2.59,0,0.456,0.113,2,-15.763,0.0334,0.915,0.0011,0.0959,0.327,108.536,4,4.556834347507235,-0.7709427931009508,-1.1671129397167068,-0.8404440891487971,-0.051895860858624486,-1.1831151967937434,-1.3170449933778818,1.6182973072054958
140,141,The Power of Love,Gabrielle Aplin,1m5eFhE34yyYv2lkjtcKPG,spotify:track:1m5eFhE34yyYv2lkjtcKPG,4.09,51,0.277,0.291,11,-9.851,0.0306,0.901,2.47e-05,0.103,0.175,75.119,4,3.166133287414361,-1.890545012978347,-2.049366737843613,1.2652621276115246,1.6275572726172132,-0.10248064430331957,-1.527718376179173,0.24696851163896966
